@RELATION french

@ATTRIBUTE text   string
@ATTRIBUTE class  {CD,CI,DZ,FR,MA,SN}

@DATA
" Celle-ci est favorable, chaque fois que la gouvernance va dans le bon sens, c’est-à-dire dans l’intérêt supérieur de la Nation.", SN
" Elle est défavorable, très critique, si c’est le contraire.", SN
" Cette opinion, il fait le reconnaître, a été bien plus défavorable que favorable.", SN
" Cette posture m’a valu de vives critiques, parfois des injures indécentes et ‘’courageusement anonymes’’.", SN
" Cette expression est du Président Senghor.", SN
" Ce dernier, après avoir éliminé et arrêté le Président Mamadou Dia le 18 décembre 1962, soumit au peuple sénégalais un projet de Référendum le 3 mars 1963.", SN
" Le projet fut approuvé à une très large majorité et, le 7 mars suivant, il promulgua la nouvelle constitution qui consacra l’hypertrophie de la fonction présidentielle.", SN
" D’ailleurs, durant toute la campagne pour le Référendum du 2 mars 1963, son slogan préféré était : « Bopp du am ñaari mbaxana.", SN
" » En d’autres termes, il n’y a pas de place pour deux coiffures sur la même tête.", SN
" Il était donc désormais le seul maître à bord et le système qu’il mit alors en place est pratiquement le même que nous avons vécu, à quelques variantes près, jusqu’au 24 février 2019.", SN
" Ce sont les tares de ce système que j’ai toujours dénoncées, avec plus de vigueur encore depuis le 1er avril 2000.", SN
" Avec le président-politicien réélu ce sera, jusqu’à preuve du contraire, la continuité du même système, avec la même gouvernance meurtrie.", SN
" En tout cas, tout indique qu’il en sera ainsi car le candidat sortant n’a fait état, nulle part pendant la campagne électorale, de refondation si nécessaire de nos institutions, de lutte contre la corruption et la fraude, des détournements de deniers publics, de dépolitisation de notre administration.", SN
" Il n’a fait nulle part cas des huit (8) milliards de ‘’fonds secrets’’, peut-être plus, qui préoccupent tant le contribuable sénégalais.", SN
" Huit (8) milliards ou plus laissés chaque année à sa seule discrétion, et qu’il utilise de la manière qui n’échappe désormais à personne : à s’enrichir lui-même et à enrichir les siens, à acheter sans état d’âme des consciences.", SN
" Personne ne l’a entendu, non plus, dire un seul mot sur les organes de contrôle qu’il s’engageait à renforcer.", SN
" A contraire de son engagement, il les a pratiquement tous muselés.", SN
" Ces questions qui nous préoccupent tant et sans le traitement desquelles la bonne gouvernance ne sera jamais au rendez-vous, il les a royalement ignorées pendant toute la campagne électorale.", SN
" Jusqu’à preuve du contraire donc, avec ce président-politicien, ce sera la continuité dans la mal gouvernance.", SN
" Et je ne suis vraiment pas prêt à continuer de dénoncer les mêmes tares, les mêmes forfaitures que je dénonce depuis les années 1978-1980, avec nombre d’autres compatriotes, pour pratiquement rien.", SN
" Ce choix réfléchi ne signifie point que je vais mettre fin à mon militantisme.", SN
" A ses parents et amis qui s’évertuaient à lui faire abandonner la politique, notre très regretté Président Mamadou Dia répondait que le militantisme n’avait pas d’âge.", SN
" Je ne renonce donc point à mon militantisme, mais je l’oriente ailleurs.", SN
" Par exemple, je me suis toujours intéressé aux problèmes d’environnement qui ont occupé une place importante dans mes contributions.", SN
" Il y a aussi que la recherche effrénée de l’argent et des honneurs a relégué au second plan toutes nos valeurs de référence.", SN
" La corruption au grand jour est en train de faire des ravages chez nous, notamment par l’achat indécent des consciences lors des différentes élections, avec l’argent du contribuable.", SN
" Un vote ne se vend pas.", SN
" C’est un attribut citoyen qui ne devrait pas avoir de prix.", SN
" Certains Sénégalais, certaines Sénégalaises valent désormais moins qu’un poulet.", SN
" Notre SEIGNEUR, QUI nous a créés à Son Image, ne devrait pas être FIER d’eux.", SN
" Nous ne LUI sommes surtout pas reconnaissants, si nous nous comportons en baayima.", SN
" Il convient donc que d’importantes actions de formation, d’information, de sensibilisation soient menées en direction de nombre de nos compatriotes, dont des politiciens sans foi ni loi exploitent sans état d’âme l’ignorance et la pauvreté.", SN
" J’orienterai donc aussi, chaque fois que j’en aurai l’opportunité, mon militantisme vers ces actions qui s’inscrivent toutes, dans le cadre de l’élévation notable du niveau de leur instruction et de leur conscience citoyenne.", SN
" Pour conclure, je précise que cette posture, ce changement d’orientation de mon militantisme n’exclut point que, si d’ici en 2024, émerge un homme ou une femme qui incarne les valeurs que j’ai toujours prônées et pour la promotion desquelles je me suis toujours battu, je lui apporte sans réserve mon soutien actif.", SN
" Dakar, le 9 mars 2019 Mody Niang ", SN
" [[1]]url:#_ftnref1 Deux gros bassins électoraux dont nous savons comment il leur a préparé le terrain pour qu’ils y fussent aisément élus, tous les prétendants sérieux ayant été auparavant neutralisés.", SN
" Nous étions en 2014 et il était déjà dans la mise en œuvre de ses stratégies.", SN
" Dialogue !", SN
" Quel dialogue ?", SN
" Pour quoi faire et pourquoi seulement maintenant ?", SN
" (Par Mody NIang) ", SN
" POLITIQUE ", SN
" Mardi 12 Mars 2019 ", SN
" Après des décennies de participation au débat public, l'analyste Mody Niang a décidé de ranger sa plume et de ne plus faire de sortie médiatique.", SN
" Ce retrait, il l'avait annoncé lui-même avant la présidentielle.", SN
" \"Mais, suite à l'interpellation de nombreux parents et amis pour me dire qu'ils attendaient de me lire ou de m'entendre après le 24 février (comme si j'étais le seul à devoir écrire ou intervenir dans les médias audiovisuels), je leur explique ici mon choix, à eux comme à d'autres qui ont les mêmes attentes.\"", SN
" Mais même s'il se retire, Mody Niang demande aux uns et aux autres de s'intéresser à la gouvernance du Sénégal, puisque c'est l'avenir des enfants de tout un chacun qui est en jeu.", SN
" Seneweb vous propose sa lecture de la présidentielle et de la situation actuelle du Sénégal de façon générale.", SN
" La dernière !", SN
" Comme le dit le concerné.", SN
" L'élection présidentielle du 24 février 2019 a vécu.", SN
" Le candidat sortant a été déclaré définitivement réélu par le Conseil constitutionnel.", SN
" Ses rêves sont donc devenus réalité : il n'a pas connu le second tour qu'il craignait comme la peste et s'était préparé très tôt, en mettant en place les différentes stratégies susceptibles de lui éviter coûte que coûte ce cauchemar.", SN
" C'était pour lui, pour sa famille comme pour sa coalition, une question de vie ou de mort.", SN
" A l'arrivée, 58,26 % des électeurs lui ont renouvelé leur confiance, et s'ouvre devant lui un mandat de cinq ans, pour la continuité.", SN
" Oui, pour la continuité, puisque ce sont ses sept ans de gouvernance meurtrie qui ont été positivement sanctionnés.", SN
" Pour arriver à ce résultat, son fameux décret et ses \"fonds spéciaux\" (couramment appelés \"fonds politiques\") ont joué un rôle substantiel, comme les \"fonds secrets\" de la Primature et les caisses noires des différentes institutions.", SN
" Des membres de sa coalition, des plus en vue, ont aussi joué leur partition.", SN
" Il s'agit, notamment, pour ne citer qu'eux : du Ministre de l'Economie, des Finances et du Plan et de son épouse, de la très \"généreuse\" \"Première Dame\", de son oncle et de son frère respectivement maire de Pikine et de Guédiawaye[1], de son beau-père Président du Conseil d'Administration (PCA) de PÉTROSEN, de son beau frère Ministre, etc.", SN
" Les autres ministres et ministres conseillers, directeurs généraux, directeurs, présidents de conseil d'administration ou surveillance, etc., n'ont pas non plus lésiné sur les moyens : ni financiers, ni matériels, ni logistiques.", SN
" Sont entrées également en jeu, en force, les retombées des gros marchés de gré à gré avec leurs fortes surfacturations et, sûrement, les appuis intéressés de lobbies proches de la Présidence de la République.", SN
" Les plus de cinq cents (500) comités électoraux ont aussi joué pleinement leur rôle, facilité par les trois (3) millions qu'ils auraient tous reçus du président-politicien qui doit être aussi riche que Crésus, s'il n'est pas bien plus riche que lui.", SN
" La presse a largement rendu compte des chaudes échauffourées auxquelles la gestion de ce soutien financier a donné lieu dans beaucoup de localités.", SN
" Enfin, un autre appui décisif qu'il convient de signaler, celui-là au moins aussi efficace que les pièces sonnantes et trébuchantes, c'est celui du Ministre de l'Intérieur, de ses services dévoués comme la Direction de l'Automatisation du Fichier (DAF) et la Direction générale des Élections (DGE), ainsi que de certaines autorités administratives (préfets, sous-préfets notamment).", SN
" Ces gens-là tenteront vainement de nous faire croire, avec leurs commanditaires, qu'au Sénégal, personne ne peut plus voler les élections.", SN
" Peut-être, y réussiront-ils avec les observateurs étrangers qui ne connaissent pas certaines de nos réalités et ne s'imagineront jamais que certains hauts fonctionnaires puissent en arriver à commettre certaines forfaitures.", SN
" Le candidat sortant avait mille autres tours dans son sac, dont une stratégie qui échappait aux partenaires techniques et financiers ainsi qu'à nombre de Sénégalais non avertis, laquelle stratégie a terriblement grevé nos maigres finances publiques.", SN
" Dans toutes les localités qui comptent un nombre non négligeable d'électeurs potentiels, le président-politicien a nommé pêle-mêle, parmi leurs ressortissants, des directeurs généraux, des directeurs, des PCA, des Conseillers spéciaux, des ambassadeurs \"itinérants\", des \"chargés\" de missions, etc., avec des salaires substantiels pour leur permettre d'entretenir leurs bases.", SN
" Sans compter le nombre impressionnant de militants APR qui se bousculent dans les ambassades et les consulats, souvent payés à ne rien faire, à l'image de leurs nombreux autres camarades qui tournent les pouces dans les agences inutilement budgétivores, ainsi qu'au Centre des Œuvres universitaires de Dakar (COUD) et à la Société nationale de la Poste.", SN
" Tout ce beau monde bénéficiant de contrats spéciaux \"juteux\" a déversé d'énormes sommes d'argent dans les quatre coins du Sénégal.", SN
" Certes, ce ne sont pas seulement ces milliards qui ont fait gagner le président-politicien.", SN
" Cependant, si on considère l'influence qu'ils peuvent avoir sur des populations à la fois pauvres et analphabètes, on comprend facilement le rôle prépondérant qu'ils ont pu jouer dans sa victoire.", SN
" Si on devait soustraire de son score le pourcentage obtenu grâce à la corruption active et au grand jour, il n'est pas sûr qu'il serait réélu dès le premier tour, avec un score aussi confortable.", SN
" Ce serait moins sûr encore si on y ajoutait les conséquences des dysfonctionnements souvent organisés dans la distribution des cartes d'électeurs et les changements de bureaux de vote à l'insu des concernés, sans compter les gonflements sans retenue du nombre d'électeurs dans des localités bien connues.", SN
" Et son bilan, me rétorqueront sûrement, avec empressement, les nombreux compatriotes qui ne conçoivent pas leur vie hors des sinécures de sa gouvernance follement dépensière ?", SN
" Oui, il a bien un bilan, et l'a utilisé à des fins fortement politiciennes.", SN
" Ses capacités de manipulation n'ont échappé à aucun observateur sérieux.", SN
" Dans plusieurs contributions, j'ai exprimé mes réserves par rapport à ce tonitruant bilan aux apparences bavardes et trompeuses.", SN
" Ses réalisations sont bien plus soucieuses de prestige que de développement harmonieux du pays.", SN
" Nombre d'entre elles avaient pour objectif de frapper l'imagination des Sénégalais analphabètes et des simples d'esprit qui se contentent de très peu.", SN
" Et DIEU sait que le pays en compte beaucoup.", SN
" Toutes ces réalisations seront un jour évaluées, objectivement, en fonction de leur pertinence, de leur coût et de leur qualité.", SN
" Alors, éclatera la vérité, et au grand jour.", SN
" Evidemment, ce sera trop tard, puisqu'il sera sûrement, en ce moment-là, en France ou aux USA.", SN
" Il convient surtout de signaler que, du 2 avril 2012 date de son installation officielle comme quatrième Président de la République au 24 février 2019, le président-politicien a disposé d'un budget cumulé de 16000 milliards de francs CFA, d'autres avançant même 20 000 milliards.", SN
" Avec un tel pactole, un Président de la République digne de la fonction, compétent, patriote, vertueux, respectueux des ses engagements, du bien public comme de ses mandants, ferait infiniment mieux que lui, sans tambour ni trompette.", SN
" L'occasion ne s'est malheureusement pas présentée le 24 février 2019, qui a vu une majorité confortable de Sénégalaises et de Sénégalais lui renouveler leur confiance.", SN
" Il a donc réussi son coup, en évitant le second tour tant redouté et a son mandat de cinq ans devant lui.", SN
" S'y ajoute qu'il dispose d'une Assemblée nationale à sa dévotion et d'une justice dont les décisions vont souvent dans le sens qu'il indique.", SN
" Alors, que ne se mette-t-il pas immédiatement au travail pour réaliser la phase II de son PSE !", SN
" Rappelons-lui aussi, s'il était tenté de l'oublier, qu'il a beaucoup promis pendant la campagne électorale !", SN
" On avait même parfois le sentiment qu'il n'avait pas réalisé grand-chose pendant son septennat, tellement les promesses étaient nombreuses.", SN
" Parmi ces promesses, on peut retenir celle faite à Guédiawaye de la création d'un million d'emplois et cette autre folle, de \"zéro banlieue\".", SN
" Une autre qui devrait lui coûter beaucoup de temps et d'argent, c'est celle de construire, pendant son quinquennat, dix-huit (18) ponts dont treize (13) à Dakar.", SN
" Nous n'oublierons pas, non plus, le dragage du Fleuve Saloum et sa décision de faire de Kaolack un \"hub de transports fluviaux-maritimes\".", SN
" Au passage, je suggère à mes compatriotes de Kaolack de ne pas trop jubiler déjà.", SN
" Qu'ils se rappellent que, le 13 avril 2015, le président-politicien avait réuni toute la République pour procéder à la pose de la première pierre de l'Université du Sine Saloum El Hadj Ibrahima Niasse, avec la présence remarquée du Khalife général de la famille du célèbre parrain.", SN
" Et notre président-politicien, ce jour-là, de conclure son discours par ces termes : \"Je vous donne rendez-vous en fin 2016 pour l'inauguration et l'ouverture des amphithéâtres, des classes et des fermes laboratoires.\"", SN
" Moins de deux ans pour construire toutes ces structures et les inaugurer !", SN
" Cette promesse n'était évidemment que purement politicienne et électoraliste et, dans son discours de fin d'année 2017, il n'était pas le moins du monde gêné de pendre encore cet engagement-ci : \"Quant à l'Université du Sine Saloum El Hadj Ibrahima Niass, ses travaux débuteront au cours du premier trimestre de l'année 2018.\"", SN
" Ce n'était encore, ce n'était toujours que veine promesse et, à ma connaissance, une deuxième pierre ne s'est jusqu'ici pas posée sur la première.", SN
" En fin de compte, il décida, avec le Ministre de l'Enseignement supérieur et le Recteur, d'ouvrir l'Université en février dernier, en louant des locaux à Kaolack et à Fatick notamment.", SN
" Que mes compatriotes Kaolackois se rappellent aussi les promesses qu'il leur avait faites, lors du Conseil des Ministres délocalisé du jeudi 14 juin 2012, tenu à la Gouvernance de leur capitale régionale.", SN
" Concernant notamment les projets et programmes en perspective, le président-politicien avait insisté sur \"la nécessité de diligenter (…) la mise en œuvre du programme d'assainissement (eaux usées et eaux pluviales) de la région de Kaolack, particulièrement pour ce qui concerne la ville de Kaolack et la commune de Nioro du Rip\".", SN
" Il avait également demandé qu'une attention particulière fût accordée aux programmes spéciaux d'investissements pour la commune de Kaolack, à la viabilisation des Parcelles assainies de la ville, à celles de Nimzat Extension et au relèvement du niveau du plateau technique de l'Hôpital régional El Hadji Ibrahima NIASSE.", SN
" Il avait enfin annoncé la construction d'un nouveau marché central moderne et sécurisé.", SN
" Où en sont toutes ces promesses ?", SN
" Voilà que, cinq ans après, en précampagne électorale, le lundi 21 janvier 2018, il annonce le dragage du Fleuve Saloum et sa décision de \"redonner à Kaolack sa vocation portuaire\".", SN
" Qu'en sera-t-il de ce nouvel engagement ?", SN
" Les cinq prochaines années nous édifieront.", SN
" Le président-politicien réélu a donc l'opportunité et le temps de continuer l'œuvre déjà accomplie et de réaliser les nouvelles promesses.", SN
" Voilà que, au lieu de se mettre immédiatement au travail, il appelle encore au dialogue.", SN
" Quel dialogue !", SN
" Pour quoi faire ?", SN
" Et pourquoi seulement maintenant ?", SN
" Qu'il travaille et que l'opposition s'oppose !", SN
" Si, chemin faisant, il trouve nécessaire de dialoguer, de vraiment dialoguer avec l'opposition sur des questions d'intérêt national, il invite ses différentes composantes avec respect, en leur envoyant leurs cartes d'invitation accompagnées des termes de référence et en précisant le sort qui sera réservé aux éventuelles conclusions, sans calculs politiciens.", SN
" Les uns peuvent être d'accord sur tout, d'autres avoir des amendements ou des propositions nouvelles à faire.", SN
" Si tout le monde n'est guidé que par l'intérêt supérieur de la Nation, le consensus ne devrait poser aucun problème.", SN
" C'est cela le dialogue, bien différent du cinéma qui a été organisé dans la Salle des Banquets de la présidence de la République, le 28 mai 2016.", SN
" Et puis, le président-politicien a raté plusieurs fois le coche pour dialoguer sérieusement avec l'opposition sur des questions majeures, notamment avant le Référendum du 20 mai 2016 et la signature des contrats qui ont donné notre pétrole et notre gaz à des entreprises étrangères dans des conditions nébuleuses.", SN
" Le président-politicien nous doit quand même respect et considération.", SN
" Ce qui n'a pas été le cas jusqu'à présent.", SN
" La preuve, c'est sa volonté exprimée d'associer les anciens présidents Diouf et Wade au dialogue auquel il appelle.", SN
" Que devrions-nous raisonnablement attendre de ces deux-là ?", SN
" Après avoir gouverné l'un 19 et l'autre douze ans le pays, ils sont allés s'installer en France après la perte du pouvoir, nous laissant avec nos problèmes.", SN
" Leur retraite l'un à Paris l'autre à Versailles nous coûte déjà trop cher.", SN
" Le temps est venu de tourner définitivement leur page.", SN
" Je profite de cette opportunité pour répondre à certaines interpellations d'amis, de parents et de simples compatriotes qui s'étonnent de ne m'avoir lu ni entendu après l'élection présidentielle du 24 février 2019.", SN
" Ce silence, qui est un choix mûrement réfléchi, peut encore durer quelques mois, voire quelques années, si je suis encore en vie.", SN
" Cela fait plus de quarante (40) ans que je suis dans l'espace politique.", SN
" Depuis lors, je fais du mieux que je peux pour cultiver modestement ma part du Jardin national en donnant, chaque fois que de besoin, ma modeste opinion sur la manière dont mon pays est gouverné.", SN
" Celle-ci est favorable, chaque fois que la gouvernance va dans le bon sens, c'est-à-dire dans l'intérêt supérieur de la Nation.", SN
" Elle est défavorable, très critique, si c'est le contraire.", SN
" Cette opinion, il fait le reconnaître, a été bien plus défavorable que favorable.", SN
" Cette posture m'a valu de vives critiques, parfois des injures indécentes et \"courageusement anonymes\".", SN
" Cette expression est du Président Senghor.", SN
" Ce dernier, après avoir éliminé et arrêté le Président Mamadou Dia le 18 décembre 1962, soumit au peuple sénégalais un projet de Référendum le 3 mars 1963.", SN
" Le projet fut approuvé à une très large majorité et, le 7 mars suivant, il promulgua la nouvelle constitution qui consacra l'hypertrophie de la fonction présidentielle.", SN
" D'ailleurs, durant toute la campagne pour le Référendum du 2 mars 1963, son slogan préféré était : \"Bopp du am ñaari mbaxana.\"", SN
" En d'autres termes, il n'y a pas de place pour deux coiffures sur la même tête.", SN
" Il était donc désormais le seul maître à bord et le système qu'il mit alors en place est pratiquement le même que nous avons vécu, à quelques variantes près, jusqu'au 24 février 2019.", SN
" Ce sont les tares de ce système que j'ai toujours dénoncées, avec plus de vigueur encore depuis le 1er avril 2000.", SN
" Avec le président-politicien réélu ce sera, jusqu'à preuve du contraire, la continuité du même système, avec la même gouvernance meurtrie.", SN
" En tout cas, tout indique qu'il en sera ainsi car le candidat sortant n'a fait état, nulle part pendant la campagne électorale, de refondation si nécessaire de nos institutions, de lutte contre la corruption et la fraude, des détournements de deniers publics, de dépolitisation de notre administration.", SN
" Il n'a fait nulle part cas des huit (8) milliards de \"fonds secrets\", peut-être plus, qui préoccupent tant le contribuable sénégalais.", SN
" Huit (8) milliards ou plus laissés chaque année à sa seule discrétion, et qu'il utilise de la manière qui n'échappe désormais à personne : à s'enrichir lui-même et à enrichir les siens, à acheter sans état d'âme des consciences.", SN
" Personne ne l'a entendu, non plus, dire un seul mot sur les organes de contrôle qu'il s'engageait à renforcer.", SN
" A contraire de son engagement, il les a pratiquement tous muselés.", SN
" Ces questions qui nous préoccupent tant et sans le traitement desquelles la bonne gouvernance ne sera jamais au rendez-vous, il les a royalement ignorées pendant toute la campagne électorale.", SN
" Jusqu'à preuve du contraire donc, avec ce président-politicien, ce sera la continuité dans la mal gouvernance.", SN
" Et je ne suis vraiment pas prêt à continuer de dénoncer les mêmes tares, les mêmes forfaitures que je dénonce depuis les années 1978-1980, avec nombre d'autres compatriotes, pour pratiquement rien.", SN
" Ce choix réfléchi ne signifie point que je vais mettre fin à mon militantisme.", SN
" À ses parents et amis qui s'évertuaient à lui faire abandonner la politique, notre très regretté Président Mamadou Dia répondait que le militantisme n'avait pas d'âge.", SN
" Je ne renonce donc point à mon militantisme, mais je l'oriente ailleurs.", SN
" Par exemple, je me suis toujours intéressé aux problèmes d'environnement qui ont occupé une place importante dans mes contributions.", SN
" Il y a aussi que la recherche effrénée de l'argent et des honneurs a relégué au second plan toutes nos valeurs de référence.", SN
" La corruption au grand jour est en train de faire des ravages chez nous, notamment par l'achat indécent des consciences lors des différentes élections, avec l'argent du contribuable.", SN
" Un vote ne se vend pas.", SN
" C'est un attribut citoyen qui ne devrait pas avoir de prix.", SN
" Certains Sénégalais, certaines Sénégalaises valent désormais moins qu'un poulet.", SN
" Notre SEIGNEUR, QUI nous a créés à Son Image, ne devrait pas être FIER d'eux.", SN
" Nous ne LUI sommes surtout pas reconnaissants, si nous nous comportons en baayima.", SN
" Il convient donc que d'importantes actions de formation, d'information, de sensibilisation soient menées en direction de nombre de nos compatriotes, dont des politiciens sans foi ni loi exploitent sans état d'âme l'ignorance et la pauvreté.", SN
" J'orienterai donc aussi, chaque fois que j'en aurai l'opportunité, mon militantisme vers ces actions qui s'inscrivent toutes, dans le cadre de l'élévation notable du niveau de leur instruction et de leur conscience citoyenne.", SN
" Pour conclure, je précise que cette posture, ce changement d'orientation de mon militantisme n'exclut point que, si d'ici en 2024, émerge un homme ou une femme qui incarne les valeurs que j'ai toujours prônées et pour la promotion desquelles je me suis toujours battu, je lui apporte sans réserve mon soutien actif.", SN
" Dakar, le 9 mars 2019 Mody Niang ", SN
" [1] Deux gros bassins électoraux dont nous savons comment il leur a préparé le terrain pour qu'ils y fussent aisément élus, tous les prétendants sérieux ayant été auparavant neutralisés.", SN
" Nous étions en 2014 et il était déjà dans la mise en œuvre de ses stratégies.", SN
" Directeur de la Rédaction Daouda Lo +221 77525 39 31 Rédacteur en Chef Moussa Mbodji +221 70 858 73 25 ", SN
" Identification ", SN
" Diamniadio d’hier à aujourd’hui : De petit village flottant à arrondissement prometteur (Dossier) ", SN
" C’est à travers le nouveau découpage opéré dans la région de Dakar que Diamniadio, une ancienne localité flottante, est désormais érigée en arrondissement.", SN
" Vingt ans auparavant, la localité était le chef-lieu de l’arrondissement portant son nom.", SN
" Aujourd’hui, ce nouveau démembrement de l’État a tout pour se développer, avec notamment un riche tissu industriel, deux pôles urbains et des infrastructures de tout genre.", SN
" Seulement, la question des limites des trois communes qui le composent (Yène, Sébikotane et Diamniadio) reste un sérieux problème auquel l’État doit faire face, de même que l’assainissement de certains quartiers.", SN
" À Diamniadio, les vendeuses de fruits ont un nouveau voisin.", SN
" Derrière les étals colorés et alléchants, un bâtiment flambant neuf de couleur grise attire les regards.", SN
" Au-dessus flotte le drapeau du Sénégal.", SN
" C’est le nouveau siège de la sous-préfecture de Diamniadio.", SN
" Cette représentation de l’État est la nouveauté dans la contrée depuis que le gouvernement a décidé d’ériger Diamniadio en arrondissement.", SN
" Cure-dent à la bouche, l’air jovial et détendu, Marième Faye, présidente des vendeuses de fruits de Diamniadio, est aux anges.", SN
" « Maintenant, il faut juste traverser la route pour se rendre à la sous-préfecture.", SN
" C’est une excellente chose pour nous qui avions beaucoup de peine à aller jusqu’à Rufisque ou Bambilor pour obtenir des documents administratifs », renseigne la commerçante.", SN
" En effet, le nouvel édifice se trouve en plein cœur de la ville, face à la mairie et à deux pas de la gare routière et du centre de santé.", SN
" Il est donc accessible à tous les citoyens.", SN
" « Cette sous-préfecture va régler beaucoup de choses ici à Diamniadio.", SN
" Pendant longtemps, les populations des communes de Yène, de Sébikotane et de Diamniadio ont bravé chaleur, froid et pluie pour se rendre à Bambilor où se trouvait la sous-préfecture », explique Amadou Bayel Sow, directeur de la radio locale Tempo Fm.", SN
" Des émissions sont même organisées pour sensibiliser les populations sur la présence de sous-préfecture dans la zone et son utilité, ajoute-t-il.", SN
" Actuellement, tous les symboles de l’État figurent au siège de la sous-préfecture, notamment avec la présence du nouveau Sous-préfet Oumar Dia, entouré des secrétaires, des agents administratifs et des éléments des Asp qui assurent la sécurité des lieux.", SN
" L’État est plus que jamais présent à Diamniadio.", SN
" Cette nouvelle donne fait la satisfaction des élus de la localité.", SN
" Le Maire de Sébikotane, une des trois communes qui composent cet arrondissement, Abdoulaye Lô, se réjouit d’avoir maintenant « un interlocuteur » au niveau étatique.", SN
" « Avant c’était Rufisque qui gérait tout, maintenant nous avons un interlocuteur.", SN
" Les dossiers peuvent être gérés plus rapidement, sans compter les facilités de visite et d’entretien que nous pouvons avoir avec le sous-préfet », renseigne l’édile de Sébikotane, qui accueille positivement la réforme ayant créé ce nouvel arrondissement.", SN
" « Nous étions obligés de traverser cinq communes… » ", SN
" S’exprimant sur la réforme, le Maire de Diamniadio, Mamadou Moulaye Guèye, estime que « cette décision est opportune, il faut reconnaître son importance ».", SN
" Son homologue de Yène, Gorgui Ciss, assure que la présence d’une sous-préfecture va permettre à l’administration et aux collectivités territoriales d’être « plus performantes ».", SN
" « Nous étions dans l’arrondissement de Bambilor, une commune très excentrée par rapport aux cinq autres communes que polarisait cet arrondissement.", SN
" Pour répondre aux réunions de notre sous-préfet, nous étions obligés de traverser au moins cinq communes pour arriver à Bambilor et cela décourageait énormément les administrés », se souvient M. Ciss.", SN
" Au-delà du satisfecit exprimé ici et là, la création de ce nouvel arrondissement ressemble à un retour aux sources.", SN
" « L’arrondissement existait à Diamniadio », renseigne Amadou Bayel Sow de la radio Tempo Fm.", SN
" Gorgui Ciss livre les détails de ce passé perdu et retrouvé.", SN
" « L’arrondissement existait de 1998 à 2002 alors qu’il n’y avait que deux communautés rurales, puisque les arrondissements étaient installés pour polariser un certain nombre de communauté rurales (Yène et Sangalkam à cette période), le siège était à Diamniadio.", SN
" C’est en 2002, avec la création de la commune de Diamniadio où se trouvait le siège que l’autorité a décidé de délocaliser en créant l’arrondissement de Sangalkam », fait savoir le maire de Yène.", SN
" Une croissance fulgurante ", SN
" Diamniadio, devenu aujourd’hui un arrondissement dans le département de Rufisque, n’était qu’un quartier anonyme il y a plusieurs années de cela.", SN
" Le vieux Soulèye Sène, un des historiens de la localité, renseigne que l’endroit était surtout propice à l’agriculture et à l’élevage.", SN
" Avec notamment des habitants de Rufisque, de Bargny et de Dougar qui venaient pour y pratiquer des activités agricoles.", SN
" Selon lui, des vieux comme Mbissane Dione y avaient un commerce florissant et furent les premiers à habiter Diamniadio.", SN
" « L’endroit était à la limite un quartier flottant, sans délégué ou responsable local », se souvient M. Sène.", SN
" Il aura fallu, selon lui, attendre les années 1949-1950, avec les travaux de la route de Mbour, pour voir s’installer d’autres personnes comme Khoudia Guèye, une Kaolackoise qui préparait le repas pour les travailleurs du chantier de cette route, avant de s’établir, elle aussi, à Diamniadio.", SN
" Pour ce qui est de l’origine du nom, Diamniadio serait une déformation d’un mot sérère « Dokhal Diam » (marcher pour la paix).", SN
" « Ces Sérères du Sine, en quittant Rufisque et Bargny, faisaient souvent escale à Diamniadio pour se reposer », explique M. Sène.", SN
" Ce lieu de repos et quartier flottant fait, aujourd’hui, partie des localités qui comptent au Sénégal.", SN
" Son avenir porté par les autorités étatiques se présente sous de beaux auspices.", SN
" ————————————————— ", SN
" CHEF-LIEU D’ARRONDISSEMENT ", SN
" Un nouveau statut qui fait l’unanimité ", SN
" S’il y a réellement une unanimité parfaite à laquelle les élus font part dans cette réforme, c’est le choix de Diamniadio comme chef-lieu d’arrondissement.", SN
" Tous les trois maires soutiennent que choix ne pouvait être plus judicieux.", SN
" « Diamniadio, c’est le point de rencontre.", SN
" Quand on vient à Yène ou à Sébikotane, on passe par Diamniadio.", SN
" C’est le lieu idéal pour y implanter la sous-préfecture », avance Abdoulaye Lô, Maire de Sébikotane.", SN
" En effet, la localité est à cheval entre la Rn1 et la Rn2 menant dans les villes comme Thiès et Mbour et à l’intérieur du pays.", SN
" Diamniadio est donc une ville géographiquement bien placée.", SN
" Mamadou Moulaye Guèye estime d’ailleurs que sa ville est « un carrefour national et international ».", SN
" Ensuite, c’est la localité où se trouve l’essentiel du tissu industriel ainsi que le pôle urbain.", SN
" « Diamniadio doit donc porter les autres communes », fait-il savoir.", SN
" Un argumentaire que partage aussi Gorgui Ciss, Maire de Yène et géographe de profession.", SN
" « Pour l’efficacité et la performance de l’administration, il faut trouver un point central.", SN
" Et en matière d’aménagement et d’occupation de l’espace, la centralité est importante.", SN
" Diamniadio est, à tout point de vue, le point le plus central », explique l’édile de Yène.", SN
" Pour lui, il ne s’agit de faire aucune fixation sur l’emplacement de la sous-préfecture.", SN
" DÉLIMITATION DES COMMUNES, FORÊT CLASSÉE, NDOUKHOURA….", SN
" Ces questions brûlantes sur la table du sous-préfet ", SN
